COSMIC_ID,CCLE_Name,DRUG_ID,DRUG_NAME,LN_IC50,Resistance_Cut-Off
1290798,EFM192A_BREAST,1005,Cisplatin,5.344505,High
1290798,EFM192A_BREAST,1006,Cytarabine,4.022987,High
1290798,EFM192A_BREAST,1007,Docetaxel,-2.317943,Low
1290798,EFM192A_BREAST,1008,Methotrexate,1.05595,Low
1290798,EFM192A_BREAST,1010,Gefitinib,3.939502,High
1290798,EFM192A_BREAST,1011,Navitoclax,4.198878,High
1290798,EFM192A_BREAST,1012,Vorinostat,1.69382,Low
1290798,EFM192A_BREAST,1013,Nilotinib,3.302964,Low
1290798,EFM192A_BREAST,1014,Refametinib,3.481255,Low
1290798,EFM192A_BREAST,1016,Temsirolimus,0.451474,Low
1290798,EFM192A_BREAST,1017,Olaparib,4.812859,High
1290798,EFM192A_BREAST,1018,Veliparib,5.688972,High
1290798,EFM192A_BREAST,1019,Bosutinib,4.059881,High
1290798,EFM192A_BREAST,1020,Lenalidomide,5.877458,High
1290798,EFM192A_BREAST,1021,Axitinib,5.311053,High
1290798,EFM192A_BREAST,1022,AZD7762,4.102205,High
1290798,EFM192A_BREAST,1023,GW441756,3.378913,Low
1290798,EFM192A_BREAST,1024,Lestaurtinib,1.174378,Low
1290798,EFM192A_BREAST,1025,SB216763,6.244178,High
1290798,EFM192A_BREAST,1026,Tanespimycin,0.093943,Low
1290798,EFM192A_BREAST,1029,Motesanib,6.029202,High
1290798,EFM192A_BREAST,1030,KU-55933,5.764142,High
1290798,EFM192A_BREAST,1032,Afatinib,0.789115,Low
1290798,EFM192A_BREAST,1033,Vismodegib,5.91157,High
1290798,EFM192A_BREAST,1036,PLX-4720,6.184204,High
1290798,EFM192A_BREAST,1038,NU7441,4.213591,High
1290798,EFM192A_BREAST,1042,Doramapimod,5.548575,High
1290798,EFM192A_BREAST,1043,JNK Inhibitor VIII,5.707208,High
1290798,EFM192A_BREAST,1046,Wee1 Inhibitor,4.576554,High
1290798,EFM192A_BREAST,1047,Nutlin-3a (-),5.609028,High
1290798,EFM192A_BREAST,1049,PD173074,5.137695,High
1290798,EFM192A_BREAST,1050,ZM447439,3.777014,High
1290798,EFM192A_BREAST,1051,Alisertib,4.487735,High
1290798,EFM192A_BREAST,1053,MK-2206,2.570353,Low
1290798,EFM192A_BREAST,1054,Palbociclib,3.909474,High
1290798,EFM192A_BREAST,1057,Dactolisib,-1.938018,Low
1290798,EFM192A_BREAST,1058,Pictilisib,0.904192,Low
1290798,EFM192A_BREAST,1059,AZD8055,-0.537137,Low
1290798,EFM192A_BREAST,1060,PD0325901,4.560652,High
1290798,EFM192A_BREAST,1062,Selumetinib,4.887597,High
1290798,EFM192A_BREAST,1067,CCT007093,5.103878,High
1290798,EFM192A_BREAST,1068,Obatoclax Mesylate,2.294225,Low
1290798,EFM192A_BREAST,1069,EHT-1864,3.954792,High
1290798,EFM192A_BREAST,1072,Avagacestat,5.497837,High
1290798,EFM192A_BREAST,1073,5-Fluorouracil,7.030888,High
1290798,EFM192A_BREAST,1079,Dasatinib,3.996727,High
1290798,EFM192A_BREAST,1080,Paclitaxel,-0.7903,Low
1290798,EFM192A_BREAST,1083,Crizotinib,4.874949,High
1290798,EFM192A_BREAST,1085,Sorafenib,2.940673,Low
1290798,EFM192A_BREAST,1086,BI-2536,3.190847,Low
1290798,EFM192A_BREAST,1088,Irinotecan,5.447745,High
1290798,EFM192A_BREAST,1089,Oxaliplatin,6.125855,High
1290798,EFM192A_BREAST,1093,GSK1904529A,4.250042,High
1290798,EFM192A_BREAST,1096,Tozasertib,5.94634,High
1290798,EFM192A_BREAST,1129,PF-4708671,4.214604,High
1290798,EFM192A_BREAST,1131,PRIMA-1MET,6.838481,High
1290798,EFM192A_BREAST,1133,Serdemetan,4.052024,High
1290798,EFM192A_BREAST,1168,Erlotinib,2.200655,Low
1290798,EFM192A_BREAST,1175,Rucaparib,4.701495,High
1290798,EFM192A_BREAST,1177,Niraparib,5.353745,High
1290798,EFM192A_BREAST,1179,MK-1775,4.031184,High
1290798,EFM192A_BREAST,1180,Dinaciclib,-3.038361,Low
1290798,EFM192A_BREAST,1190,Gemcitabine,4.525381,High
1290798,EFM192A_BREAST,1191,Bortezomib,-5.726428,Low
1290798,EFM192A_BREAST,1192,GSK269962A,3.703879,Low
1290798,EFM192A_BREAST,1199,Tamoxifen,3.753472,Low
1290798,EFM192A_BREAST,1200,Fulvestrant,2.928318,Low
1290798,EFM192A_BREAST,1237,EPZ004777,5.896111,High
1290798,EFM192A_BREAST,1239,YK-4-279,3.525529,Low
1290798,EFM192A_BREAST,1249,BMS-345541,4.381017,High
1290798,EFM192A_BREAST,1250,AZ960,5.536253,High
1290798,EFM192A_BREAST,1372,Trametinib,2.896788,Low
1290798,EFM192A_BREAST,1373,Dabrafenib,5.534647,High
1290798,EFM192A_BREAST,1375,Temozolomide,7.194898,High
1290798,EFM192A_BREAST,1378,Bleomycin (50 uM),6.444685,High
1290798,EFM192A_BREAST,1494,SN-38,-2.455993,Low
1290798,EFM192A_BREAST,1507,Ruxolitinib,4.030133,High
1290798,EFM192A_BREAST,1510,Linsitinib,5.270742,High
1290798,EFM192A_BREAST,1511,Epirubicin,1.380785,Low
1290798,EFM192A_BREAST,1512,Cyclophosphamide,5.643468,High
1290798,EFM192A_BREAST,1529,Pevonedistat,4.037633,High
1290798,EFM192A_BREAST,1549,Sapitinib,1.404934,Low
1290798,EFM192A_BREAST,1553,Uprosertib,2.696928,Low
1290798,EFM192A_BREAST,1557,LCL161,1.74374,Low
1290798,EFM192A_BREAST,1558,Lapatinib,0.651053,Low
1290798,EFM192A_BREAST,1560,Alpelisib,2.254476,Low
1290798,EFM192A_BREAST,1561,Taselisib,0.753966,Low
1290798,EFM192A_BREAST,1563,EPZ5676,5.908677,High
1290798,EFM192A_BREAST,1564,SCH772984,4.340682,High
1290798,EFM192A_BREAST,1576,IWP-2,3.391712,Low
1290798,EFM192A_BREAST,1578,Leflunomide,4.857667,High
1290798,EFM192A_BREAST,1593,Entinostat,1.05097,Low
1290798,EFM192A_BREAST,1598,LGK974,3.40419,Low
1290798,EFM192A_BREAST,1613,VE-822,3.547478,Low
1290798,EFM192A_BREAST,1614,WZ4003,5.981749,High
1290798,EFM192A_BREAST,1615,CZC24832,5.931604,High
1290798,EFM192A_BREAST,1618,GSK2606414,5.81473,High
1290798,EFM192A_BREAST,1620,PFI3,5.027479,High
1290798,EFM192A_BREAST,1621,PCI-34051,5.863379,High
1290798,EFM192A_BREAST,1622,Wnt-C59,5.409264,High
1290798,EFM192A_BREAST,1624,I-BET-762,3.697045,Low
1290798,EFM192A_BREAST,1626,OTX015,4.258194,High
1290798,EFM192A_BREAST,1627,GSK343,2.880267,Low
1290798,EFM192A_BREAST,1629,ML323,4.533741,High
1290798,EFM192A_BREAST,1630,Entospletinib,5.908434,High
1290798,EFM192A_BREAST,1631,PRT062607,5.793438,High
1290798,EFM192A_BREAST,1632,Ribociclib,3.744318,Low
1290798,EFM192A_BREAST,1634,AGI-6780,4.749845,High
1290798,EFM192A_BREAST,1635,Picolinici-acid,4.347104,High
1290798,EFM192A_BREAST,1786,AZD4547,2.048151,Low
1290798,EFM192A_BREAST,1849,Sabutoclax,1.567541,Low
1290798,EFM192A_BREAST,1852,LY2109761,5.338609,High
1290798,EFM192A_BREAST,1853,OF-1,5.361773,High
1290798,EFM192A_BREAST,1854,MN-64,5.146749,High
1290798,EFM192A_BREAST,1855,KRAS (G12C) Inhibitor-12,6.59243,High
1290798,EFM192A_BREAST,1862,MG-132,-1.147718,Low
1290798,EFM192A_BREAST,1909,Venetoclax,3.199876,Low
1290798,EFM192A_BREAST,1910,ABT737,1.59112,Low
1290798,EFM192A_BREAST,1912,Afuresertib,2.223201,Low
1290798,EFM192A_BREAST,1913,AGI-5198,4.532718,High
1290798,EFM192A_BREAST,1915,AZD3759,3.015945,Low
1290798,EFM192A_BREAST,1917,AZD6738,3.855421,High
1290798,EFM192A_BREAST,1918,AZD8186,2.557077,Low
1290798,EFM192A_BREAST,1919,Osimertinib,-0.625728,Low
1290798,EFM192A_BREAST,1922,Cediranib,2.982217,Low
1290798,EFM192A_BREAST,1924,Ipatasertib,2.891127,Low
1290798,EFM192A_BREAST,1925,GDC0810,4.838167,High
1290798,EFM192A_BREAST,1926,GNE-317,-0.213385,Low
1290798,EFM192A_BREAST,1927,GSK2578215A,5.011884,High
1290798,EFM192A_BREAST,1928,I-BRD9,5.397188,High
1290798,EFM192A_BREAST,1930,Telomerase Inhibitor IX,2.472694,Low
1290798,EFM192A_BREAST,1931,MIRA-1,6.057691,High
1290798,EFM192A_BREAST,1932,NVP-ADW742,4.208016,High
1290798,EFM192A_BREAST,1933,P22077,3.833458,High
1290798,EFM192A_BREAST,1936,Savolitinib,2.352775,Low
1290798,EFM192A_BREAST,1939,UMI-77,2.265173,Low
1290798,EFM192A_BREAST,1940,WIKI4,3.437567,Low
1290798,EFM192A_BREAST,1941,Sepantronium bromide,-3.95989,Low
1290798,EFM192A_BREAST,1997,WEHI-539,3.699183,Low
1290798,EFM192A_BREAST,2040,Foretinib,2.687722,Low
1290798,EFM192A_BREAST,2043,BIBR-1532,4.744266,High
1290798,EFM192A_BREAST,2044,Pyridostatin,4.38324,High
1290798,EFM192A_BREAST,2045,AMG-319,5.983109,High
1290798,EFM192A_BREAST,2046,MK-8776,5.331385,High
1290798,EFM192A_BREAST,2048,Vinorelbine,1.207031,Low
1290798,EFM192A_BREAST,2096,VX-11e,3.922766,High
1290798,EFM192A_BREAST,2106,Uprosertib,1.887133,Low
1290798,EFM192A_BREAST,2107,LJI308,5.843779,High
1290798,EFM192A_BREAST,2110,GSK591,5.438783,High
1290798,EFM192A_BREAST,2111,VE821,5.830439,High
1290798,EFM192A_BREAST,2169,AZD6482,4.073878,High
1290798,EFM192A_BREAST,2172,JQ1,3.546459,Low
1290798,EFM192A_BREAST,2173,PFI-1,4.809544,High
1290798,EFM192A_BREAST,2177,SGC0946,2.356678,Low
1290798,EFM192A_BREAST,2359,GSK2830371,6.029202,High
909778,UACC893_BREAST,1003,Camptothecin,-0.382536,Low
909778,UACC893_BREAST,1005,Cisplatin,3.317903,Low
909778,UACC893_BREAST,1007,Docetaxel,-3.855187,Low
909778,UACC893_BREAST,1008,Methotrexate,1.853864,Low
909778,UACC893_BREAST,1009,Tretinoin,4.536733,High
909778,UACC893_BREAST,1010,Gefitinib,2.767898,Low
909778,UACC893_BREAST,1011,Navitoclax,2.411072,Low
909778,UACC893_BREAST,1012,Vorinostat,1.301703,Low
909778,UACC893_BREAST,1013,Nilotinib,2.281483,Low
909778,UACC893_BREAST,1014,Refametinib,0.978738,Low
909778,UACC893_BREAST,1016,Temsirolimus,-0.518789,Low
909778,UACC893_BREAST,1017,Olaparib,4.124962,High
909778,UACC893_BREAST,1018,Veliparib,4.432313,High
909778,UACC893_BREAST,1019,Bosutinib,2.741025,Low
909778,UACC893_BREAST,1020,Lenalidomide,5.288452,High
909778,UACC893_BREAST,1021,Axitinib,4.444748,High
909778,UACC893_BREAST,1022,AZD7762,1.68165,Low
909778,UACC893_BREAST,1023,GW441756,3.859805,High
909778,UACC893_BREAST,1024,Lestaurtinib,1.117029,Low
909778,UACC893_BREAST,1025,SB216763,6.322451,High
909778,UACC893_BREAST,1026,Tanespimycin,-1.746452,Low
909778,UACC893_BREAST,1029,Motesanib,5.571402,High
909778,UACC893_BREAST,1030,KU-55933,6.218501,High
909778,UACC893_BREAST,1031,Elesclomol,-0.857077,Low
909778,UACC893_BREAST,1032,Afatinib,-3.093675,Low
909778,UACC893_BREAST,1033,Vismodegib,4.020017,High
909778,UACC893_BREAST,1036,PLX-4720,3.455656,Low
909778,UACC893_BREAST,1037,BX795,4.233775,High
909778,UACC893_BREAST,1038,NU7441,4.03159,High
909778,UACC893_BREAST,1039,SL0101,4.010615,High
909778,UACC893_BREAST,1042,Doramapimod,4.084486,High
909778,UACC893_BREAST,1043,JNK Inhibitor VIII,4.755206,High
909778,UACC893_BREAST,1046,Wee1 Inhibitor,3.614761,Low
909778,UACC893_BREAST,1047,Nutlin-3a (-),5.255445,High
909778,UACC893_BREAST,1049,PD173074,4.593037,High
909778,UACC893_BREAST,1050,ZM447439,3.913812,High
909778,UACC893_BREAST,1051,Alisertib,5.245878,High
909778,UACC893_BREAST,1053,MK-2206,-0.425437,Low
909778,UACC893_BREAST,1054,Palbociclib,3.675476,Low
909778,UACC893_BREAST,1057,Dactolisib,-2.403398,Low
909778,UACC893_BREAST,1058,Pictilisib,-0.582839,Low
909778,UACC893_BREAST,1059,AZD8055,-1.946452,Low
909778,UACC893_BREAST,1060,PD0325901,0.120981,Low
909778,UACC893_BREAST,1062,Selumetinib,2.082387,Low
909778,UACC893_BREAST,1067,CCT007093,4.776172,High
909778,UACC893_BREAST,1069,EHT-1864,2.80357,Low
909778,UACC893_BREAST,1072,Avagacestat,4.562324,High
909778,UACC893_BREAST,1073,5-Fluorouracil,5.636991,High
909778,UACC893_BREAST,1079,Dasatinib,3.722497,Low
909778,UACC893_BREAST,1080,Paclitaxel,-1.826967,Low
909778,UACC893_BREAST,1083,Crizotinib,5.663786,High
909778,UACC893_BREAST,1085,Sorafenib,1.49751,Low
909778,UACC893_BREAST,1086,BI-2536,0.216406,Low
909778,UACC893_BREAST,1088,Irinotecan,4.269698,High
909778,UACC893_BREAST,1089,Oxaliplatin,5.658498,High
909778,UACC893_BREAST,1093,GSK1904529A,4.442964,High
909778,UACC893_BREAST,1096,Tozasertib,4.754691,High
909778,UACC893_BREAST,1129,PF-4708671,2.375495,Low
909778,UACC893_BREAST,1131,PRIMA-1MET,6.23283,High
909778,UACC893_BREAST,1133,Serdemetan,4.660149,High
909778,UACC893_BREAST,1168,Erlotinib,1.955808,Low
909778,UACC893_BREAST,1175,Rucaparib,4.712719,High
909778,UACC893_BREAST,1177,Niraparib,5.511583,High
909778,UACC893_BREAST,1179,MK-1775,2.888206,Low
909778,UACC893_BREAST,1180,Dinaciclib,-1.985847,Low
909778,UACC893_BREAST,1190,Gemcitabine,4.861422,High
909778,UACC893_BREAST,1191,Bortezomib,-3.149517,Low
909778,UACC893_BREAST,1192,GSK269962A,2.582386,Low
909778,UACC893_BREAST,1194,SB505124,4.691601,High
909778,UACC893_BREAST,1199,Tamoxifen,5.666084,High
909778,UACC893_BREAST,1200,Fulvestrant,3.450099,Low
909778,UACC893_BREAST,1237,EPZ004777,4.80147,High
909778,UACC893_BREAST,1239,YK-4-279,2.557112,Low
909778,UACC893_BREAST,1243,Piperlongumine,2.367483,Low
909778,UACC893_BREAST,1248,Daporinad,3.272298,Low
909778,UACC893_BREAST,1249,BMS-345541,5.249681,High
909778,UACC893_BREAST,1250,AZ960,5.482407,High
909778,UACC893_BREAST,1372,Trametinib,-0.806707,Low
909778,UACC893_BREAST,1373,Dabrafenib,6.071378,High
909778,UACC893_BREAST,1375,Temozolomide,7.09018,High
909778,UACC893_BREAST,1494,SN-38,-0.202878,Low
909778,UACC893_BREAST,1502,Bicalutamide,5.385928,High
909778,UACC893_BREAST,1507,Ruxolitinib,5.708249,High
909778,UACC893_BREAST,1510,Linsitinib,4.882258,High
909778,UACC893_BREAST,1511,Epirubicin,0.450359,Low
909778,UACC893_BREAST,1512,Cyclophosphamide,5.703934,High
909778,UACC893_BREAST,1529,Pevonedistat,2.987827,Low
909778,UACC893_BREAST,1549,Sapitinib,0.055501,Low
909778,UACC893_BREAST,1553,Uprosertib,-0.592756,Low
909778,UACC893_BREAST,1557,LCL161,4.286925,High
909778,UACC893_BREAST,1558,Lapatinib,-0.632843,Low
909778,UACC893_BREAST,1560,Alpelisib,0.355399,Low
909778,UACC893_BREAST,1561,Taselisib,-2.45445,Low
909778,UACC893_BREAST,1563,EPZ5676,5.256116,High
909778,UACC893_BREAST,1564,SCH772984,1.670121,Low
909778,UACC893_BREAST,1576,IWP-2,2.849702,Low
909778,UACC893_BREAST,1578,Leflunomide,5.858408,High
909778,UACC893_BREAST,1593,Entinostat,1.708691,Low
909778,UACC893_BREAST,1598,LGK974,3.274527,Low
909778,UACC893_BREAST,1613,VE-822,5.05016,High
909778,UACC893_BREAST,1614,WZ4003,5.732792,High
909778,UACC893_BREAST,1615,CZC24832,5.717602,High
909778,UACC893_BREAST,1617,AZD5582,3.379195,Low
909778,UACC893_BREAST,1618,GSK2606414,3.867647,High
909778,UACC893_BREAST,1620,PFI3,5.743307,High
909778,UACC893_BREAST,1621,PCI-34051,3.26465,Low
909778,UACC893_BREAST,1622,Wnt-C59,3.771455,High
909778,UACC893_BREAST,1624,I-BET-762,4.834558,High
909778,UACC893_BREAST,1626,OTX015,3.867508,High
909778,UACC893_BREAST,1627,GSK343,1.773238,Low
909778,UACC893_BREAST,1629,ML323,3.021829,Low
909778,UACC893_BREAST,1630,Entospletinib,4.287427,High
909778,UACC893_BREAST,1631,PRT062607,3.82296,High
909778,UACC893_BREAST,1632,Ribociclib,4.38423,High
909778,UACC893_BREAST,1634,AGI-6780,5.010351,High
909778,UACC893_BREAST,1635,Picolinici-acid,4.799444,High
909778,UACC893_BREAST,1786,AZD4547,5.730489,High
909778,UACC893_BREAST,1799,Ibrutinib,-2.696958,Low
909778,UACC893_BREAST,1849,Sabutoclax,0.624528,Low
909778,UACC893_BREAST,1852,LY2109761,3.791977,High
909778,UACC893_BREAST,1853,OF-1,2.232595,Low
909778,UACC893_BREAST,1854,MN-64,3.229592,Low
909778,UACC893_BREAST,1855,KRAS (G12C) Inhibitor-12,4.631145,High
