COSMIC_ID,CCLE_Name,DRUG_ID,DRUG_NAME,LN_IC50
909907,ZR7530_BREAST,1096,Tozasertib,6.813873
909907,ZR7530_BREAST,1131,PRIMA-1MET,3.49343
909907,ZR7530_BREAST,1133,Serdemetan,3.783249
909907,ZR7530_BREAST,1168,Erlotinib,4.924159
909907,ZR7530_BREAST,1175,Rucaparib,6.105988
909907,ZR7530_BREAST,1177,Niraparib,4.903914
909907,ZR7530_BREAST,1179,MK-1775,4.903579
909907,ZR7530_BREAST,1180,Dinaciclib,0.831295
909907,ZR7530_BREAST,1190,Gemcitabine,4.822032
909907,ZR7530_BREAST,1191,Bortezomib,-1.555503
909907,ZR7530_BREAST,1199,Tamoxifen,5.438431
909907,ZR7530_BREAST,1200,Fulvestrant,3.438381
909907,ZR7530_BREAST,1248,Daporinad,0.894435
909907,ZR7530_BREAST,1372,Trametinib,5.661711
909907,ZR7530_BREAST,1373,Dabrafenib,7.319807
909907,ZR7530_BREAST,1375,Temozolomide,7.641896
909907,ZR7530_BREAST,1378,Bleomycin (50 uM),7.375324
909907,ZR7530_BREAST,1494,SN-38,-0.057708
909907,ZR7530_BREAST,1507,Ruxolitinib,5.561883
909907,ZR7530_BREAST,1510,Linsitinib,5.46808
909907,ZR7530_BREAST,1511,Epirubicin,2.9391
909907,ZR7530_BREAST,1512,Cyclophosphamide,6.133383
909907,ZR7530_BREAST,1529,Pevonedistat,6.99129
909907,ZR7530_BREAST,1549,Sapitinib,1.174176
909907,ZR7530_BREAST,1553,Uprosertib,3.914798
909907,ZR7530_BREAST,1557,LCL161,6.918924
909907,ZR7530_BREAST,1558,Lapatinib,-0.128198
909907,ZR7530_BREAST,1560,Alpelisib,2.925281
909907,ZR7530_BREAST,1561,Taselisib,1.825085
909907,ZR7530_BREAST,1563,EPZ5676,6.154241
909907,ZR7530_BREAST,1578,Leflunomide,5.995815
909907,ZR7530_BREAST,1593,Entinostat,4.819361
909907,ZR7530_BREAST,1598,LGK974,3.64742
909907,ZR7530_BREAST,1613,VE-822,6.164822
909907,ZR7530_BREAST,1624,I-BET-762,6.767435
909907,ZR7530_BREAST,1626,OTX015,6.480411
909907,ZR7530_BREAST,1630,Entospletinib,5.021202
909907,ZR7530_BREAST,1631,PRT062607,5.764964
909907,ZR7530_BREAST,1632,Ribociclib,4.649531
909907,ZR7530_BREAST,1635,Picolinici-acid,4.680471
909907,ZR7530_BREAST,1786,AZD4547,4.509609
909907,ZR7530_BREAST,1799,Ibrutinib,2.752301
909907,ZR7530_BREAST,1909,Venetoclax,5.24149
909907,ZR7530_BREAST,1912,Afuresertib,3.316931
909907,ZR7530_BREAST,1915,AZD3759,4.051452
909907,ZR7530_BREAST,1917,AZD6738,5.241693
909907,ZR7530_BREAST,1918,AZD8186,3.979235
909907,ZR7530_BREAST,1919,Osimertinib,-0.370895
909907,ZR7530_BREAST,1922,Cediranib,5.806623
909907,ZR7530_BREAST,1924,Ipatasertib,4.98169
909907,ZR7530_BREAST,1925,GDC0810,6.098536
909907,ZR7530_BREAST,1936,Savolitinib,4.435297
909907,ZR7530_BREAST,1941,Sepantronium bromide,-0.643951
909907,ZR7530_BREAST,2040,Foretinib,3.488451
909907,ZR7530_BREAST,2045,AMG-319,6.504184
909907,ZR7530_BREAST,2046,MK-8776,5.818486
909907,ZR7530_BREAST,2048,Vinorelbine,1.944143
909907,ZR7530_BREAST,2106,Uprosertib,2.978849
909907,ZR7530_BREAST,2169,AZD6482,5.825014
1290798,EFM192A_BREAST,1003,Camptothecin,1.555769
1290798,EFM192A_BREAST,1004,Vinblastine,1.203306
1290798,EFM192A_BREAST,1005,Cisplatin,5.344505
1290798,EFM192A_BREAST,1006,Cytarabine,4.022987
1290798,EFM192A_BREAST,1007,Docetaxel,-2.317943
1290798,EFM192A_BREAST,1008,Methotrexate,1.05595
1290798,EFM192A_BREAST,1010,Gefitinib,3.939502
1290798,EFM192A_BREAST,1011,Navitoclax,4.198878
1290798,EFM192A_BREAST,1012,Vorinostat,1.69382
1290798,EFM192A_BREAST,1013,Nilotinib,3.302964
1290798,EFM192A_BREAST,1014,Refametinib,3.481255
1290798,EFM192A_BREAST,1016,Temsirolimus,0.451474
1290798,EFM192A_BREAST,1017,Olaparib,4.812859
1290798,EFM192A_BREAST,1018,Veliparib,5.688972
1290798,EFM192A_BREAST,1019,Bosutinib,4.059881
1290798,EFM192A_BREAST,1020,Lenalidomide,5.877458
1290798,EFM192A_BREAST,1021,Axitinib,5.311053
1290798,EFM192A_BREAST,1022,AZD7762,4.102205
1290798,EFM192A_BREAST,1024,Lestaurtinib,1.174378
1290798,EFM192A_BREAST,1026,Tanespimycin,0.093943
1290798,EFM192A_BREAST,1029,Motesanib,6.029202
1290798,EFM192A_BREAST,1032,Afatinib,0.789115
1290798,EFM192A_BREAST,1033,Vismodegib,5.91157
1290798,EFM192A_BREAST,1042,Doramapimod,5.548575
1290798,EFM192A_BREAST,1051,Alisertib,4.487735
1290798,EFM192A_BREAST,1053,MK-2206,2.570353
1290798,EFM192A_BREAST,1054,Palbociclib,3.909474
1290798,EFM192A_BREAST,1057,Dactolisib,-1.938018
1290798,EFM192A_BREAST,1058,Pictilisib,0.904192
1290798,EFM192A_BREAST,1059,AZD8055,-0.537137
1290798,EFM192A_BREAST,1060,PD0325901,4.560652
1290798,EFM192A_BREAST,1062,Selumetinib,4.887597
1290798,EFM192A_BREAST,1068,Obatoclax Mesylate,2.294225
1290798,EFM192A_BREAST,1072,Avagacestat,5.497837
1290798,EFM192A_BREAST,1073,5-Fluorouracil,7.030888
1290798,EFM192A_BREAST,1079,Dasatinib,3.996727
1290798,EFM192A_BREAST,1080,Paclitaxel,-0.7903
1290798,EFM192A_BREAST,1083,Crizotinib,4.874949
1290798,EFM192A_BREAST,1085,Sorafenib,2.940673
1290798,EFM192A_BREAST,1086,BI-2536,3.190847
1290798,EFM192A_BREAST,1088,Irinotecan,5.447745
1290798,EFM192A_BREAST,1089,Oxaliplatin,6.125855
1290798,EFM192A_BREAST,1096,Tozasertib,5.94634
1290798,EFM192A_BREAST,1131,PRIMA-1MET,6.838481
1290798,EFM192A_BREAST,1133,Serdemetan,4.052024
1290798,EFM192A_BREAST,1168,Erlotinib,2.200655
1290798,EFM192A_BREAST,1175,Rucaparib,4.701495
1290798,EFM192A_BREAST,1177,Niraparib,5.353745
1290798,EFM192A_BREAST,1179,MK-1775,4.031184
1290798,EFM192A_BREAST,1180,Dinaciclib,-3.038361
1290798,EFM192A_BREAST,1190,Gemcitabine,4.525381
1290798,EFM192A_BREAST,1191,Bortezomib,-5.726428
1290798,EFM192A_BREAST,1199,Tamoxifen,3.753472
1290798,EFM192A_BREAST,1200,Fulvestrant,2.928318
1290798,EFM192A_BREAST,1372,Trametinib,2.896788
1290798,EFM192A_BREAST,1373,Dabrafenib,5.534647
1290798,EFM192A_BREAST,1375,Temozolomide,7.194898
1290798,EFM192A_BREAST,1378,Bleomycin (50 uM),6.444685
1290798,EFM192A_BREAST,1494,SN-38,-2.455993
1290798,EFM192A_BREAST,1507,Ruxolitinib,4.030133
1290798,EFM192A_BREAST,1510,Linsitinib,5.270742
1290798,EFM192A_BREAST,1511,Epirubicin,1.380785
1290798,EFM192A_BREAST,1512,Cyclophosphamide,5.643468
1290798,EFM192A_BREAST,1529,Pevonedistat,4.037633
1290798,EFM192A_BREAST,1549,Sapitinib,1.404934
1290798,EFM192A_BREAST,1553,Uprosertib,2.696928
1290798,EFM192A_BREAST,1557,LCL161,1.74374
1290798,EFM192A_BREAST,1558,Lapatinib,0.651053
1290798,EFM192A_BREAST,1560,Alpelisib,2.254476
1290798,EFM192A_BREAST,1561,Taselisib,0.753966
1290798,EFM192A_BREAST,1563,EPZ5676,5.908677
1290798,EFM192A_BREAST,1578,Leflunomide,4.857667
1290798,EFM192A_BREAST,1593,Entinostat,1.05097
1290798,EFM192A_BREAST,1598,LGK974,3.40419
1290798,EFM192A_BREAST,1613,VE-822,3.547478
1290798,EFM192A_BREAST,1624,I-BET-762,3.697045
1290798,EFM192A_BREAST,1626,OTX015,4.258194
1290798,EFM192A_BREAST,1630,Entospletinib,5.908434
1290798,EFM192A_BREAST,1631,PRT062607,5.793438
1290798,EFM192A_BREAST,1632,Ribociclib,3.744318
1290798,EFM192A_BREAST,1635,Picolinici-acid,4.347104
1290798,EFM192A_BREAST,1786,AZD4547,2.048151
1290798,EFM192A_BREAST,1909,Venetoclax,3.199876
1290798,EFM192A_BREAST,1912,Afuresertib,2.223201
1290798,EFM192A_BREAST,1915,AZD3759,3.015945
1290798,EFM192A_BREAST,1917,AZD6738,3.855421
1290798,EFM192A_BREAST,1918,AZD8186,2.557077
1290798,EFM192A_BREAST,1919,Osimertinib,-0.625728
1290798,EFM192A_BREAST,1922,Cediranib,2.982217
1290798,EFM192A_BREAST,1924,Ipatasertib,2.891127
1290798,EFM192A_BREAST,1925,GDC0810,4.838167
1290798,EFM192A_BREAST,1936,Savolitinib,2.352775
1290798,EFM192A_BREAST,1941,Sepantronium bromide,-3.95989
1290798,EFM192A_BREAST,2040,Foretinib,2.687722
1290798,EFM192A_BREAST,2045,AMG-319,5.983109
1290798,EFM192A_BREAST,2046,MK-8776,5.331385
1290798,EFM192A_BREAST,2048,Vinorelbine,1.207031
1290798,EFM192A_BREAST,2106,Uprosertib,1.887133
1290798,EFM192A_BREAST,2169,AZD6482,4.073878
909778,UACC893_BREAST,1003,Camptothecin,-0.382536
909778,UACC893_BREAST,1005,Cisplatin,3.317903
909778,UACC893_BREAST,1007,Docetaxel,-3.855187
909778,UACC893_BREAST,1008,Methotrexate,1.853864
909778,UACC893_BREAST,1009,Tretinoin,4.536733
909778,UACC893_BREAST,1010,Gefitinib,2.767898
909778,UACC893_BREAST,1011,Navitoclax,2.411072
909778,UACC893_BREAST,1012,Vorinostat,1.301703
909778,UACC893_BREAST,1013,Nilotinib,2.281483
909778,UACC893_BREAST,1014,Refametinib,0.978738
909778,UACC893_BREAST,1016,Temsirolimus,-0.518789
909778,UACC893_BREAST,1017,Olaparib,4.124962
909778,UACC893_BREAST,1018,Veliparib,4.432313
909778,UACC893_BREAST,1019,Bosutinib,2.741025
909778,UACC893_BREAST,1020,Lenalidomide,5.288452
909778,UACC893_BREAST,1021,Axitinib,4.444748
909778,UACC893_BREAST,1022,AZD7762,1.68165
909778,UACC893_BREAST,1024,Lestaurtinib,1.117029
909778,UACC893_BREAST,1026,Tanespimycin,-1.746452
909778,UACC893_BREAST,1029,Motesanib,5.571402
909778,UACC893_BREAST,1031,Elesclomol,-0.857077
909778,UACC893_BREAST,1032,Afatinib,-3.093675
909778,UACC893_BREAST,1033,Vismodegib,4.020017
909778,UACC893_BREAST,1042,Doramapimod,4.084486
909778,UACC893_BREAST,1051,Alisertib,5.245878
909778,UACC893_BREAST,1053,MK-2206,-0.425437
909778,UACC893_BREAST,1054,Palbociclib,3.675476
909778,UACC893_BREAST,1057,Dactolisib,-2.403398
909778,UACC893_BREAST,1058,Pictilisib,-0.582839
909778,UACC893_BREAST,1059,AZD8055,-1.946452
909778,UACC893_BREAST,1060,PD0325901,0.120981
909778,UACC893_BREAST,1062,Selumetinib,2.082387
909778,UACC893_BREAST,1072,Avagacestat,4.562324
909778,UACC893_BREAST,1073,5-Fluorouracil,5.636991
909778,UACC893_BREAST,1079,Dasatinib,3.722497
909778,UACC893_BREAST,1080,Paclitaxel,-1.826967
909778,UACC893_BREAST,1083,Crizotinib,5.663786
909778,UACC893_BREAST,1085,Sorafenib,1.49751
909778,UACC893_BREAST,1086,BI-2536,0.216406
909778,UACC893_BREAST,1088,Irinotecan,4.269698
909778,UACC893_BREAST,1089,Oxaliplatin,5.658498
909778,UACC893_BREAST,1096,Tozasertib,4.754691
909778,UACC893_BREAST,1131,PRIMA-1MET,6.23283
909778,UACC893_BREAST,1133,Serdemetan,4.660149
909778,UACC893_BREAST,1168,Erlotinib,1.955808
909778,UACC893_BREAST,1175,Rucaparib,4.712719
909778,UACC893_BREAST,1177,Niraparib,5.511583
909778,UACC893_BREAST,1179,MK-1775,2.888206
909778,UACC893_BREAST,1180,Dinaciclib,-1.985847
909778,UACC893_BREAST,1190,Gemcitabine,4.861422
909778,UACC893_BREAST,1191,Bortezomib,-3.149517
909778,UACC893_BREAST,1199,Tamoxifen,5.666084
909778,UACC893_BREAST,1200,Fulvestrant,3.450099
909778,UACC893_BREAST,1248,Daporinad,3.272298
909778,UACC893_BREAST,1372,Trametinib,-0.806707
909778,UACC893_BREAST,1373,Dabrafenib,6.071378
909778,UACC893_BREAST,1375,Temozolomide,7.09018
909778,UACC893_BREAST,1494,SN-38,-0.202878
909778,UACC893_BREAST,1502,Bicalutamide,5.385928
909778,UACC893_BREAST,1507,Ruxolitinib,5.708249
909778,UACC893_BREAST,1510,Linsitinib,4.882258
909778,UACC893_BREAST,1511,Epirubicin,0.450359
909778,UACC893_BREAST,1512,Cyclophosphamide,5.703934
909778,UACC893_BREAST,1529,Pevonedistat,2.987827
909778,UACC893_BREAST,1549,Sapitinib,0.055501
909778,UACC893_BREAST,1553,Uprosertib,-0.592756
909778,UACC893_BREAST,1557,LCL161,4.286925
909778,UACC893_BREAST,1558,Lapatinib,-0.632843
909778,UACC893_BREAST,1560,Alpelisib,0.355399
909778,UACC893_BREAST,1561,Taselisib,-2.45445
909778,UACC893_BREAST,1563,EPZ5676,5.256116
909778,UACC893_BREAST,1578,Leflunomide,5.858408
909778,UACC893_BREAST,1593,Entinostat,1.708691
909778,UACC893_BREAST,1598,LGK974,3.274527
909778,UACC893_BREAST,1613,VE-822,5.05016
909778,UACC893_BREAST,1624,I-BET-762,4.834558
909778,UACC893_BREAST,1626,OTX015,3.867508
909778,UACC893_BREAST,1630,Entospletinib,4.287427
909778,UACC893_BREAST,1631,PRT062607,3.82296
909778,UACC893_BREAST,1632,Ribociclib,4.38423
909778,UACC893_BREAST,1635,Picolinici-acid,4.799444
909778,UACC893_BREAST,1786,AZD4547,5.730489
909778,UACC893_BREAST,1799,Ibrutinib,-2.696958
909778,UACC893_BREAST,1909,Venetoclax,2.857455
909778,UACC893_BREAST,1912,Afuresertib,-0.604257
909778,UACC893_BREAST,1915,AZD3759,2.157006
909778,UACC893_BREAST,1917,AZD6738,2.291009
909778,UACC893_BREAST,1918,AZD8186,2.892059
909778,UACC893_BREAST,1919,Osimertinib,-1.606152
909778,UACC893_BREAST,1922,Cediranib,3.404071
909778,UACC893_BREAST,1924,Ipatasertib,0.580508
909778,UACC893_BREAST,1925,GDC0810,5.74054
909778,UACC893_BREAST,1936,Savolitinib,3.440722
909778,UACC893_BREAST,1941,Sepantronium bromide,-2.983923
909778,UACC893_BREAST,2040,Foretinib,2.975226
909778,UACC893_BREAST,2045,AMG-319,5.831566
909778,UACC893_BREAST,2046,MK-8776,3.120871
909778,UACC893_BREAST,2048,Vinorelbine,-1.404998
909778,UACC893_BREAST,2169,AZD6482,0.907466
749717,HCC38_BREAST,1003,Camptothecin,-1.699764
749717,HCC38_BREAST,1004,Vinblastine,-0.50341
749717,HCC38_BREAST,1005,Cisplatin,4.617532
749717,HCC38_BREAST,1006,Cytarabine,2.023138
749717,HCC38_BREAST,1007,Docetaxel,-3.920828
749717,HCC38_BREAST,1008,Methotrexate,-0.061889
749717,HCC38_BREAST,1010,Gefitinib,4.612542
749717,HCC38_BREAST,1011,Navitoclax,-0.054071
749717,HCC38_BREAST,1012,Vorinostat,2.586296
749717,HCC38_BREAST,1013,Nilotinib,3.953754
749717,HCC38_BREAST,1014,Refametinib,6.046355
749717,HCC38_BREAST,1016,Temsirolimus,3.864114
749717,HCC38_BREAST,1017,Olaparib,6.136998
749717,HCC38_BREAST,1018,Veliparib,5.552511
749717,HCC38_BREAST,1019,Bosutinib,4.502923
749717,HCC38_BREAST,1020,Lenalidomide,5.741185
749717,HCC38_BREAST,1021,Axitinib,4.696304
749717,HCC38_BREAST,1022,AZD7762,-0.460798
749717,HCC38_BREAST,1024,Lestaurtinib,1.959477
749717,HCC38_BREAST,1026,Tanespimycin,-0.770017
749717,HCC38_BREAST,1029,Motesanib,4.563129
749717,HCC38_BREAST,1032,Afatinib,3.69998
749717,HCC38_BREAST,1033,Vismodegib,6.116299
749717,HCC38_BREAST,1042,Doramapimod,5.490774
749717,HCC38_BREAST,1051,Alisertib,3.808842
749717,HCC38_BREAST,1053,MK-2206,4.741043
749717,HCC38_BREAST,1054,Palbociclib,5.334885
749717,HCC38_BREAST,1057,Dactolisib,0.031222
749717,HCC38_BREAST,1058,Pictilisib,2.610489
749717,HCC38_BREAST,1059,AZD8055,0.863795
749717,HCC38_BREAST,1060,PD0325901,4.515469
749717,HCC38_BREAST,1062,Selumetinib,5.925157
749717,HCC38_BREAST,1068,Obatoclax Mesylate,2.483359
749717,HCC38_BREAST,1072,Avagacestat,4.688475
749717,HCC38_BREAST,1073,5-Fluorouracil,4.109546
749717,HCC38_BREAST,1079,Dasatinib,1.439804
749717,HCC38_BREAST,1080,Paclitaxel,-3.052436
749717,HCC38_BREAST,1083,Crizotinib,4.500161
749717,HCC38_BREAST,1085,Sorafenib,5.269255
749717,HCC38_BREAST,1086,BI-2536,1.755977
749717,HCC38_BREAST,1088,Irinotecan,3.418082
749717,HCC38_BREAST,1089,Oxaliplatin,6.580458
749717,HCC38_BREAST,1096,Tozasertib,4.071376
749717,HCC38_BREAST,1131,PRIMA-1MET,5.700743
749717,HCC38_BREAST,1133,Serdemetan,5.669581
749717,HCC38_BREAST,1168,Erlotinib,4.330462
749717,HCC38_BREAST,1175,Rucaparib,4.337627
749717,HCC38_BREAST,1177,Niraparib,6.102277
749717,HCC38_BREAST,1179,MK-1775,0.524764
749717,HCC38_BREAST,1180,Dinaciclib,-1.994283
749717,HCC38_BREAST,1190,Gemcitabine,-3.403895
749717,HCC38_BREAST,1191,Bortezomib,-6.174874
749717,HCC38_BREAST,1199,Tamoxifen,3.677124
749717,HCC38_BREAST,1200,Fulvestrant,4.15081
749717,HCC38_BREAST,1248,Daporinad,-2.764125
749717,HCC38_BREAST,1372,Trametinib,5.099511
749717,HCC38_BREAST,1373,Dabrafenib,7.289952
749717,HCC38_BREAST,1375,Temozolomide,8.253813
749717,HCC38_BREAST,1378,Bleomycin (50 uM),4.20288
749717,HCC38_BREAST,1494,SN-38,-4.812119
749717,HCC38_BREAST,1507,Ruxolitinib,5.778668
749717,HCC38_BREAST,1510,Linsitinib,5.550432
749717,HCC38_BREAST,1511,Epirubicin,-0.540553
749717,HCC38_BREAST,1512,Cyclophosphamide,6.055244
749717,HCC38_BREAST,1529,Pevonedistat,1.663047
749717,HCC38_BREAST,1549,Sapitinib,3.965098
749717,HCC38_BREAST,1553,Uprosertib,4.107041
749717,HCC38_BREAST,1557,LCL161,5.906965
749717,HCC38_BREAST,1558,Lapatinib,3.039626
749717,HCC38_BREAST,1560,Alpelisib,4.196625
749717,HCC38_BREAST,1561,Taselisib,3.677642
749717,HCC38_BREAST,1563,EPZ5676,6.449048
749717,HCC38_BREAST,1578,Leflunomide,6.964622
749717,HCC38_BREAST,1593,Entinostat,3.634473
749717,HCC38_BREAST,1598,LGK974,6.167368
749717,HCC38_BREAST,1613,VE-822,4.512404
749717,HCC38_BREAST,1624,I-BET-762,5.404941
749717,HCC38_BREAST,1626,OTX015,4.238907
749717,HCC38_BREAST,1630,Entospletinib,5.585916
749717,HCC38_BREAST,1631,PRT062607,5.029968
749717,HCC38_BREAST,1632,Ribociclib,4.851117
749717,HCC38_BREAST,1635,Picolinici-acid,6.034843
749717,HCC38_BREAST,1786,AZD4547,1.892193
749717,HCC38_BREAST,1799,Ibrutinib,4.417063
749717,HCC38_BREAST,1909,Venetoclax,3.942789
749717,HCC38_BREAST,1912,Afuresertib,3.400408
749717,HCC38_BREAST,1915,AZD3759,3.159186
749717,HCC38_BREAST,1917,AZD6738,2.065901
749717,HCC38_BREAST,1918,AZD8186,3.890023
749717,HCC38_BREAST,1919,Osimertinib,2.957888
749717,HCC38_BREAST,1922,Cediranib,2.887491
749717,HCC38_BREAST,1924,Ipatasertib,4.781298
749717,HCC38_BREAST,1925,GDC0810,5.988978
749717,HCC38_BREAST,1936,Savolitinib,3.947522
749717,HCC38_BREAST,1941,Sepantronium bromide,-4.431507
749717,HCC38_BREAST,2040,Foretinib,1.622433
749717,HCC38_BREAST,2045,AMG-319,5.416537
749717,HCC38_BREAST,2046,MK-8776,1.696315
749717,HCC38_BREAST,2048,Vinorelbine,-3.667469
749717,HCC38_BREAST,2106,Uprosertib,4.788039
749717,HCC38_BREAST,2169,AZD6482,4.312658
949093,BT483_BREAST,1003,Camptothecin,2.159467
949093,BT483_BREAST,1004,Vinblastine,2.714519
949093,BT483_BREAST,1005,Cisplatin,7.353137
949093,BT483_BREAST,1006,Cytarabine,5.97093
949093,BT483_BREAST,1007,Docetaxel,-0.566599
949093,BT483_BREAST,1010,Gefitinib,6.450004
949093,BT483_BREAST,1011,Navitoclax,3.694006
949093,BT483_BREAST,1012,Vorinostat,3.091021
949093,BT483_BREAST,1013,Nilotinib,4.094101
949093,BT483_BREAST,1014,Refametinib,6.385616
949093,BT483_BREAST,1016,Temsirolimus,1.908369
949093,BT483_BREAST,1017,Olaparib,7.443696
949093,BT483_BREAST,1018,Veliparib,6.155595
949093,BT483_BREAST,1019,Bosutinib,5.994666
949093,BT483_BREAST,1020,Lenalidomide,7.534594
949093,BT483_BREAST,1021,Axitinib,6.005719
949093,BT483_BREAST,1022,AZD7762,2.360291
949093,BT483_BREAST,1024,Lestaurtinib,1.629058
949093,BT483_BREAST,1026,Tanespimycin,2.311833
949093,BT483_BREAST,1029,Motesanib,8.23157
949093,BT483_BREAST,1032,Afatinib,4.908756
949093,BT483_BREAST,1033,Vismodegib,7.955925
949093,BT483_BREAST,1042,Doramapimod,3.366292
949093,BT483_BREAST,1051,Alisertib,5.668324
949093,BT483_BREAST,1053,MK-2206,5.56259
949093,BT483_BREAST,1054,Palbociclib,8.56677
949093,BT483_BREAST,1057,Dactolisib,1.320697
949093,BT483_BREAST,1058,Pictilisib,3.845202
949093,BT483_BREAST,1059,AZD8055,0.744295
949093,BT483_BREAST,1060,PD0325901,6.482915
949093,BT483_BREAST,1062,Selumetinib,6.82062
949093,BT483_BREAST,1072,Avagacestat,8.007422
949093,BT483_BREAST,1073,5-Fluorouracil,8.553482
949093,BT483_BREAST,1079,Dasatinib,6.64251
949093,BT483_BREAST,1080,Paclitaxel,1.889134
949093,BT483_BREAST,1083,Crizotinib,5.767423
949093,BT483_BREAST,1085,Sorafenib,4.46148
949093,BT483_BREAST,1086,BI-2536,3.046435
949093,BT483_BREAST,1088,Irinotecan,7.033349
949093,BT483_BREAST,1089,Oxaliplatin,7.711211
949093,BT483_BREAST,1096,Tozasertib,7.013056
949093,BT483_BREAST,1133,Serdemetan,5.244947
949093,BT483_BREAST,1168,Erlotinib,5.476614
949093,BT483_BREAST,1175,Rucaparib,7.01469
949093,BT483_BREAST,1179,MK-1775,4.586886
949093,BT483_BREAST,1190,Gemcitabine,7.716931
949093,BT483_BREAST,1191,Bortezomib,-2.003973
949093,BT483_BREAST,1199,Tamoxifen,6.936775
949093,BT483_BREAST,1200,Fulvestrant,5.265604
949093,BT483_BREAST,1248,Daporinad,2.268997
949093,BT483_BREAST,1372,Trametinib,6.71905
949093,BT483_BREAST,1373,Dabrafenib,7.284776
949093,BT483_BREAST,1375,Temozolomide,9.643361
949093,BT483_BREAST,1378,Bleomycin (50 uM),6.482086
949093,BT483_BREAST,1494,SN-38,0.362362
949093,BT483_BREAST,1510,Linsitinib,7.548422
949093,BT483_BREAST,1511,Epirubicin,4.101729
949093,BT483_BREAST,1512,Cyclophosphamide,8.171233
949093,BT483_BREAST,1529,Pevonedistat,8.281664
949093,BT483_BREAST,1549,Sapitinib,5.881244
949093,BT483_BREAST,1553,Uprosertib,3.832067
949093,BT483_BREAST,1558,Lapatinib,5.059307
949093,BT483_BREAST,1560,Alpelisib,3.82809
949093,BT483_BREAST,1561,Taselisib,3.320779
949093,BT483_BREAST,1563,EPZ5676,8.309792
949093,BT483_BREAST,1593,Entinostat,6.232501
949093,BT483_BREAST,1598,LGK974,6.477008
949093,BT483_BREAST,1632,Ribociclib,5.975871
949093,BT483_BREAST,1786,AZD4547,4.038309
949093,BT483_BREAST,1909,Venetoclax,6.747117
949093,BT483_BREAST,1912,Afuresertib,5.684678
949093,BT483_BREAST,1915,AZD3759,5.203486
949093,BT483_BREAST,1917,AZD6738,7.084619
949093,BT483_BREAST,1918,AZD8186,7.195476
949093,BT483_BREAST,1919,Osimertinib,5.071615
949093,BT483_BREAST,1922,Cediranib,5.399593
949093,BT483_BREAST,1924,Ipatasertib,6.325589
949093,BT483_BREAST,1925,GDC0810,7.596355
949093,BT483_BREAST,1936,Savolitinib,4.851496
949093,BT483_BREAST,1941,Sepantronium bromide,-6.667891
949093,BT483_BREAST,2040,Foretinib,8.028003
949093,BT483_BREAST,2045,AMG-319,7.356982
949093,BT483_BREAST,2046,MK-8776,7.300875
949093,BT483_BREAST,2048,Vinorelbine,2.777108
949093,BT483_BREAST,2106,Uprosertib,5.321323
949093,BT483_BREAST,2169,AZD6482,5.606029
910927,CAL51_BREAST,1003,Camptothecin,-3.290208
